title,abs_journal,status
Decoding FRB energetics and frequency features hidden by observational incompleteness,arXiv e-prints,success
"Dark Energy Survey Year 3 Results: Cosmological Constraints from Cluster Abundances, Weak Lensing, and Galaxy Clustering",Physical Review D,success
Dark Energy Survey: Modeling strategy for multiprobe cluster cosmology and validation for the Full Six-year Dataset,Physical Review D,success
The La Silla Schmidt Southern Survey,Publications of the Astronomical Society of the Pacific,success
Euclid Quick Data Release (Q1). A first view of the star-forming main sequence in the Euclid Deep Fields,arXiv e-prints,success
Euclid Quick Data Release (Q1) Exploring galaxy properties with a multi-modal foundation model,arXiv e-prints,success
"Euclid Quick Data Release (Q1), A first look at the fraction of bars in massive galaxies at $z<1$",arXiv e-prints,success
Euclid Quick Data Release (Q1): First visual morphology catalogue,arXiv e-prints,success
Euclid Quick Data Release (Q1): From spectrograms to spectra: the SIR spectroscopic Processing Function,arXiv e-prints,success
Euclid Quick Data Release (Q1). Photometric redshifts and physical properties of galaxies through the PHZ processing function,arXiv e-prints,success
Euclid Quick Data Release (Q1): From images to multiwavelength catalogues: the Euclid MERge Processing Function,arXiv e-prints,success
Euclid Quick Data Release (Q1). First Euclid statistical study of the active galactic nuclei contribution fraction,arXiv e-prints,success
Euclid Quick Data Release (Q1) First study of red quasars selection,arXiv e-prints,success
Is the Radcliffe wave turbulent?,arXiv e-prints,success
Euclid: Quick Data Release (Q1) -- A census of dwarf galaxies across a range of distances and environments,arXiv e-prints,success
Euclid Quick Data Release (Q1). Galaxy shapes and alignments in the cosmic web,arXiv e-prints,success
Euclid Quick Data Release (Q1). The role of cosmic connectivity in shaping galaxy clusters,arXiv e-prints,success
Euclid Quick Data Release (Q1). The first catalogue of strong-lensing galaxy clusters,arXiv e-prints,success
Euclid Quick Data Release (Q1) The Strong Lensing Discovery Engine B -- Early strong lens candidates from visual inspection of high velocity dispersion galaxies,arXiv e-prints,success
Euclid Quick Data Release (Q1): The Strong Lensing Discovery Engine A -- System overview and lens catalogue,arXiv e-prints,success
"Euclid Quick Data Release (Q1). An investigation of optically faint, red objects in the Euclid Deep Fields",arXiv e-prints,success
Euclid Quick Data Release (Q1). The active galaxies of Euclid,arXiv e-prints,success
The galaxy-environment connection revealed by constrained simulations,arXiv e-prints,success
Discrete treatment of inverse Compton scattering: implications on parameter estimation in gamma-ray astronomy,Physical Review D,success
Data Release 1 of the Dark Energy Spectroscopic Instrument,arXiv e-prints,success
Evaluating Mass Outflow Rate Estimators in FIRE-2 Simulations: Towards a Self-Consistent Framework for Spectral Line Based Predictions,The Astrophysical Journal,success
The Simons Observatory: Large Diameter and Large Load-Capacity Superconducting Magnetic Bearing for a Millimeter-Wave Polarization Modulator,Review of Scientific Instruments,success
The radiative effects of photochemical hazes on the atmospheric circulation and phase curves of sub-Neptunes,The Astrophysical Journal,success
"MIRACLE I.: Unveiling the Multi-Phase, Multi-Scale physical properties of the Active Galaxy NGC 424 with MIRI, MUSE, and ALMA",Astronomy and Astrophysics,success
Euclid Quick Data Release (Q1). The Euclid view on Planck galaxy protocluster candidates: towards a probe of the highest sites of star formation at cosmic noon,arXiv e-prints,success
The dawn of disks: unveiling the turbulent ionised gas kinematics of the galaxy population at $z\sim4-6$ with JWST/NIRCam grism spectroscopy,Monthly Notices of the Royal Astronomical Society,success
Three-Dimensional Stacking as a Line Intensity Mapping Statistic,Astronomy and Astrophysics,success
Ram-pressure stripping caught in action in a forming galaxy cluster 3 billion years after the Big Bang,arXiv e-prints,success
Formation of the Little Red Dots from the Core-collapse of Self-interacting Dark Matter Halos,arXiv e-prints,success
ALMA Band 3 Selection of Ultra-high Redshift Dropouts: The final challenge to ΛCDM,arXiv e-prints,success
EP240414a: Off-axis View of a Jet-Cocoon System from an Expanded Progenitor Star,The Astrophysical Journal,success
Orlando's flask: detection of a lost-and-found valley on the Moon,arXiv e-prints,success
Non-linear saturation of gravito-inertial modes excited by tidal resonances in binary neutron stars,Astronomy and Astrophysics,success
"Identification of a dwarf galaxy stream in Gaia, and its possible association with the VPOS structure",Astronomy and Astrophysics,success
The Eras Tour: Mapping the Eras of Taylor Swift to the Cosmological Eras of the Universe,arXiv e-prints,success
Infant Core-collapse Supernovae with Circumstellar Interactions from KMTNet I: Luminous Transitional Case of KSP-SN-2022c,The Astrophysical Journal,success
Turbulent dynamos in a collapsing cloud,arXiv e-prints,success
A depolarisation census of ASKAP fast radio bursts,Monthly Notices of the Royal Astronomical Society,success
Chronology of our Galaxy from Gaia colour-magnitude diagram fitting (ChronoGal) II. Unveiling the formation and evolution of the kinematically selected Thick and Thin Discs,arXiv e-prints,success
How do recollimation-induced instabilities shape the propagation of hydrodynamic relativistic jets?,arXiv e-prints,success
"The Phase Induced Amplitude Apodizer and Nuller -- High transmission, high dispersion coronagraphy at 2λ/D",Astronomy and Astrophysics,success
Deciphering the Origins of the Elements Through Galactic Archeology,European Physical Journal A,success
Postmerger: a new and dominant contribution to the gravitational-wave background from binary neutron stars,arXiv e-prints,success
Die Hard: The On-Off-Cycle of Galaxies on the Star Formation Main Sequence,Astronomy and Astrophysics,success
"Intra-Cluster Light as a Dynamical Clock for Galaxy Clusters: Insights from the MAGNETICUM, IllustrisTNG, Hydrangea and Horizon-AGN Simulations",Astronomy and Astrophysics,success
3D Simulations Demonstrate Propagating Thermohaline Convection for Polluted White Dwarfs,The Astrophysical Journal,success
Simulations of Global Solar Convection with a Fully Compressible CHORUS++ Code,arXiv e-prints,success
Circumgalactic medium of quasar host galaxies at 0.4<z<0.8 probed by strong Mg II absorption,Monthly Notices of the Royal Astronomical Society,success
Go with the Flow: The Self-Similar and Non-Linear Behaviour of Large-Scale In- and Outflows and the Impact of Accretion Shocks from Galaxies to Galaxy Clusters,Astronomy and Astrophysics,success
"Deep Ultraviolet, Emission-Line Imaging of the Makani Galactic Wind",The Astrophysical Journal,success
Abrupt Pulsation Resumptions in Deneb: An Update,arXiv e-prints,success
UNIONS: The Ultraviolet Near-Infrared Optical Northern Survey,The Astronomical Journal,success
Medium-band Astrophysics with the Grism of NIRCam In Frontier fields (MAGNIF): Spectroscopic Census of H$α$ Luminosity Functions and Cosmic Star Formation at $z\sim 4.5$ and 6.3,The Astrophysical Journal,success
The Convergence of Heavy and Light Seeds to Overmassive Black Holes at Cosmic Dawn,The Astrophysical Journal,success
The optical and infrared are connected,arXiv e-prints,success
The Effect of Massive Trans-Neptunian Objects in the Long-term Evolution and Leaking Rates of Neptune's 3:2 and 2:1 Mean Motion Resonances,arXiv e-prints,success
EP240801a/XRF 240801B: An X-ray Flash Detected by the Einstein Probe and Implications of its Multiband Afterglow,The Astrophysical Journal,success
A Detection of Circumgalactic Dust at Megaparsec Scales with Maximum Likelihood Estimation,arXiv e-prints,success
Peaky Finders: Characterizing Double-Peaked Type IIb Supernovae in Large-Scale Live-Stream Photometric Surveys,The Astrophysical Journal,success
Positive Feedback: How a Synergy Between the Streaming Instability and Dust Coagulation Forms Planetesimals,Astronomy and Astrophysics,success
The $M_{*}-M_{\rm BH}$ Relation Evolution from z $\sim$ 6 to the Present Epoch,The Astrophysical Journal,success
"Is the ""Dark Comet"" 2005 VL1 the Venera 2 Spacecraft?",arXiv e-prints,success
The Firmamento platform,arXiv e-prints,success
Radio pulse search from Aql X-1,The Astrophysical Journal,success
Impact of adiabatic temperature fluctuations on the power spectrum of axion density perturbations,Journal of Cosmology and Astroparticle Physics,success
Impact of multi-messenger spectral modelling on blazar-neutrino associations,The Astrophysical Journal,success
The HST-Hyperion Survey: Grism Observations of a $z\sim2.5$ Proto-Supercluster,The Astrophysical Journal,success
The HST-Hyperion Survey: Companion Fraction and Overdensity in a z ~ 2.5 Proto-supercluster,arXiv e-prints,success
The Magnified Waltz: Simulating Light Curves of Binary Stars Passing through Micro-Caustics in Strong Lensing Galaxy Clusters,The Astrophysical Journal,success
The THESAN-ZOOM project: central starbursts and inside-out quenching govern galaxy sizes in the early Universe,Monthly Notices of the Royal Astronomical Society,success
First X-ray polarimetric view of a Low-Luminosity Active Galactic Nucleus: the case of NGC 2110,The Astrophysical Journal,success
The Simons Observatory: Quantifying the impact of beam chromaticity on large-scale B-mode science,Journal of Cosmology and Astroparticle Physics,success
Transient narrow high-velocity absorptions in the stationary spectra of SS433,Astronomy Reports,success
Signature of hadronic emission in gamma-ray spectrum of B2 1308+326,arXiv e-prints,success
CANUCS/Technicolor: JWST Medium Band Photometry Finds Half of the Star Formation at $z>7.5$ is Obscured,The Astrophysical Journal,success
"SN 2024ggi: another year, another striking Type II supernova",Astronomy and Astrophysics,success
Thermal X-ray signatures in late-stage unequal-mass massive black hole binary mergers,Monthly Notices of the Royal Astronomical Society,success
Tentative detection of neutral gas in a Little Red Dot at $z=4.46$,arXiv e-prints,success
Monitoring AGNs with H$β$ Asymmetry. V. Long-term Variation and Evolution of the Broad H$β$ Emission-Line Profiles,The Astrophysical Journal Supplement Series,success
Tracing the cosmological origin of gas that fuels in situ star formation in TNG50 galaxies,Astronomy and Astrophysics,success
"The THESAN-ZOOM project: Burst, quench, repeat -- unveiling the evolution of high-redshift galaxies along the star-forming main sequence",Monthly Notices of the Royal Astronomical Society,success
Brownian motion of main-belt asteroids on human timescales,The Planetary Science Journal,success
AI Agents for Ground-Based Gamma Astronomy,arXiv e-prints,success
Varstrometry for Dual AGN using Radio interferometry: VaDAR with the VLBA,The Astrophysical Journal,success
